date,value
20180830,73
20180831,71
20180901,71
20180904,67
20180905,62
20180906,53
20180907,52
20180908,54
20180910,56
20180911,59
20180912,59
20180913,72
20180914,73
20180915,70
20180917,67
20180918,73
20180919,71
20180920,74
20180921,75
20180922,72
20180924,70
20180925,64
20180926,53
20180927,48
20180928,47
20180929,48
20181001,49
20181002,45
20181003,51
20181004,43
20181005,33
20181006,30
20181008,28
20181009,23
20181010,8
20181011,5
20181012,11
20181013,11
20181015,11
20181016,13
20181017,14
20181018,12
20181019,14
20181020,14
20181022,16
20181023,12
20181024,6
20181025,9
20181026,7
20181027,8
20181029,7
20181030,7
20181031,7
20181101,6
20181102,8
20181103,8
20181105,9
20181106,12
20181107,25
20181108,29
20181109,18
20181110,15
20181112,11
20181113,10
20181114,7
20181115,10
20181116,10
20181117,9
20181119,8
20181120,7
20181121,13
20181123,9
20181124,9
20181126,17
20181127,19
20181128,21
20181129,23
20181130,22
20181201,25
20181203,20
20181204,20
20181206,15
20181207,11
20181208,11
20181210,9
20181211,8
20181212,10
20181213,11
20181214,8
20181215,9
20181217,10
20181218,8
20181219,8
20181220,5
20181221,3
20181222,3
20181224,2
20181226,4
20181227,8
20181228,12
20181229,12
20181231,12
20190102,12
20190103,10
20190104,16
20190105,14
20190107,19
20190108,22
20190109,27
20190110,31
20190111,30
20190112,30
20190114,28
20190115,31
20190116,36
20190117,44
20190118,51
20190119,50
20190122,51
20190123,55
20190124,58
20190125,58
20190126,56
20190128,55
20190129,55
20190130,58
20190131,58
20190201,61
20190202,61
20190204,62
20190205,64
20190206,63
20190207,63
20190208,63
20190209,63
20190211,62
20190212,67
20190213,65
20190214,67
20190215,67
20190216,68
20190219,69
20190220,70
20190221,70
20190222,69
20190223,69
20190225,70
20190226,70
20190227,72
20190228,72
20190301,71
20190302,69
20190304,65
20190305,63
20190306,61
20190307,58
20190308,55
20190309,58
20190311,59
20190312,59
20190313,60
20190314,60
20190315,65
20190316,63
20190318,67
20190319,67
20190320,64
20190321,64
20190322,59
20190323,60
20190325,55
20190326,51
20190327,52
20190328,48
20190329,49
20190330,51
20190401,56
20190402,56
20190403,64
20190404,70
20190405,74
20190406,73
20190408,72
20190409,70
20190410,72
20190411,68
20190412,72
20190413,72
20190415,70
20190416,69
20190417,71
20190418,70
20190420,70
20190422,71
20190423,73
20190424,70
20190425,71
20190426,72
20190427,71
20190429,69
20190430,65
20190501,65
20190502,59
20190503,58
20190504,58
20190506,40
20190507,42
20190508,42
20190509,40
20190510,41
20190511,38
20190513,35
20190514,35
20190515,35
20190516,37
20190517,36
20190518,35
20190520,33
20190521,34
20190522,32
20190523,28
20190524,27
20190525,27
20190528,23
20190529,25
20190530,24
20190531,24
20190601,24
20190603,25
20190604,28
20190605,29
20190606,29
20190607,32
20190608,35
20190610,37
20190611,36
20190612,34
20190613,39
20190614,38
20190615,38
20190617,40
20190618,44
20190619,42
20190620,45
20190621,52
20190622,48
20190624,50
20190625,44
20190626,48
20190627,47
20190628,50
20190629,51
20190701,55
20190702,62
20190703,62
20190705,61
20190706,60
20190708,59
20190709,56
20190710,58
20190711,62
20190712,64
20190713,60
20190715,57
20190716,55
20190717,47
20190718,47
20190719,44
20190720,45
20190722,44
20190723,50
20190724,57
20190725,55
20190726,60
20190727,57
20190729,58
20190730,53
20190731,48
20190801,43
20190802,36
20190803,34
20190805,22
20190806,27
20190807,25
20190808,25
20190809,25
20190810,25
20190812,23
20190813,27
20190814,21
20190815,19
20190816,20
20190817,23
20190819,26
20190820,23
20190821,25
20190822,25
20190823,18
20190824,19
20190826,19
20190827,16
20190828,18
20190829,26
20190830,23
20190831,25
20190903,25
20190904,28
20190905,39
20190906,35
20190907,44
20190909,45
20190910,55
20190911,57
20190912,65
20190913,68
20190914,68
20190916,67
20190917,66
20190918,66
20190919,63
20190920,58
20190921,60
20190923,59
20190924,54
20190925,59
20190926,57
20190927,52
20190928,52
20190930,54
20191001,48
20191002,34
20191003,29
20191004,32
20191005,31
20191007,30
20191008,29
20191009,30
20191010,36
20191011,42
20191012,41
20191014,42
20191015,42
20191016,47
20191017,50
20191018,50
20191019,53
20191021,56
20191022,59
20191023,55
20191024,57
20191025,62
20191026,65
20191028,67
20191029,71
20191030,75
20191031,72
20191101,80
20191102,78
20191104,86
20191105,89
20191106,88
20191107,91
20191108,91
20191109,90
20191111,89
20191112,88
20191113,87
20191114,83
20191115,87
20191116,85
20191118,83
20191119,80
20191120,74
20191121,70
20191122,69
20191123,69
20191125,70
20191126,69
20191127,78
20191129,79
20191130,75
20191202,74
20191203,63
20191204,67
20191205,67
20191206,70
20191207,68
20191209,68
20191210,65
20191211,61
20191212,74
20191213,75
20191214,77
20191216,82
20191217,85
20191218,87
20191219,90
20191220,91
20191221,91
20191223,92
20191224,91
20191226,93
20191227,91
20191228,91
20191230,90
20191231,93
20200101,93
20200102,97
20200103,93
20200106,93
20200107,89
20200108,92
20200109,93
20200110,91
20200113,90
20200114,90
20200115,88
