date, value
20170421,21.8466
20170424,21.8435
20170425,21.8369
20170426,21.942
20170427,21.953
20170428,21.8758
20170502,21.9466
20170503,21.9004
20170504,21.8673
20170505,21.9061
20170508,22.0284
20170509,22.0681
20170510,22.1468
20170511,22.1025
20170512,22.0142
20170515,22.0081
20170516,21.8602
20170517,21.4714
20170518,21.4966
20170519,21.5228
20170522,21.5378
20170523,21.5947
20170524,21.6967
20170525,21.72
20170526,21.751
20170529,21.759
20170530,21.7415
20170531,21.6346
20170601,21.8044
20170602,21.8458
20170606,21.7635
20170607,21.7824
20170608,21.8306
20170609,21.8885
20170612,21.8085
20170613,21.9165
20170614,21.7986
20170615,21.8912
20170616,21.8729
20170619,22.0848
20170620,22.0066
20170621,21.9462
20170622,21.9357
20170623,21.892
20170626,21.9153
20170627,21.64
20170628,21.6579
20170629,21.4044
20170630,21.4084
20170703,21.5259
20170704,21.5385
20170705,21.5995
20170706,21.3306
20170707,21.4045
20170710,21.4525
20170711,21.3792
20170712,21.5708
20170713,21.6458
20170714,21.6877
20170717,21.6488
20170718,21.4545
20170719,21.6709
20170720,21.5084
20170721,21.4164
20170724,21.3987
20170725,21.4286
20170726,21.5007
20170727,21.4549
20170728,21.2727
20170731,21.2032
20170801,21.2676
20170802,21.1847
20170803,21.1323
20170804,21.3516
20170808,21.3678
20170809,21.3067
20170810,21.0691
20170811,20.968
20170814,21.1434
20170815,21.2262
20170816,21.3095
20170817,21.0493
20170818,20.9717
20170821,20.8722
20170822,21.1076
20170823,20.9865
20170824,20.9783
20170825,20.9137
20170828,20.786
20170829,20.653
20170830,20.8734
20170831,21.0515
20170901,21.1361
20170904,21.0509
20170905,20.9399
20170906,20.9612
20170907,20.9019
20170908,20.879
20170911,21.1295
20170912,21.2505
20170913,21.3
20170914,21.3468
20170915,21.2316
20170918,21.2791
20170919,21.2947
20170920,21.2924
20170921,21.3345
20170922,21.2971
20170925,21.4186
20170926,21.5416
20170927,21.6702
20170928,21.621
20170929,21.6432
20171002,21.8576
20171003,21.8772
20171004,21.879
20171005,22.026
20171006,21.9718
20171009,21.9523
20171010,21.8973
20171011,21.8669
20171012,21.8545
20171013,21.9344
20171016,22.012
20171017,22.0698
20171018,22.0576
20171019,21.9594
20171020,22.0953
20171023,22.1282
20171024,22.0983
20171025,21.9338
20171026,22.1586
20171027,22.4889
20171031,22.3855
20171101,22.4969
20171102,22.4117
20171103,22.5312
20171106,22.6211
20171107,22.6398
20171108,22.652
20171109,22.502
20171110,22.3961
20171113,22.3449
20171114,22.1349
20171115,21.9318
20171116,22.1511
20171117,22.1049
20171120,22.1963
20171121,22.3636
20171122,22.2939
20171123,22.2137
20171124,22.1166
20171127,22.0976
20171128,22.3226
20171129,22.3524
20171130,22.3258
20171201,22.3607
20171204,22.3847
20171205,22.3518
20171206,22.3868
20171207,22.4449
20171208,22.6134
20171211,22.6268
20171212,22.7669
20171213,22.7355
20171214,22.6152
20171215,22.7352
20171218,22.8458
20171219,22.7535
20171220,22.6213
20171221,22.7217
20171222,22.7588
20171227,22.6864
20171228,22.6319
20171229,22.464
20180102,22.5274
20180103,22.6849
20180104,22.7709
20180105,22.9918
20180108,23.121
20180109,23.2416
20180110,23.1609
20180111,23.1391
20180112,23.0916
20180115,22.9326
20180116,22.9518
20180117,23.0498
20180118,23.0232
20180119,23.1634
20180122,23.2695
20180123,23.2717
20180124,23.1429
20180125,22.9405
20180126,23.2047
20180129,23.2101
20180130,22.8871
20180131,22.7945
20180201,22.7807
20180202,22.4186
20180205,21.745
20180206,21.817
20180207,21.9431
20180208,21.4226
20180209,21.4886
20180212,21.7019
20180213,21.612
20180214,21.7881
20180215,21.9391
20180216,22.0666
20180219,22.1272
20180220,22.1236
20180221,22.0806
20180222,22.0728
20180223,22.3759
20180226,22.5782
20180227,22.4828
20180228,22.3112
20180301,22.0515
20180302,21.8151
20180305,21.9605
20180306,21.9505
20180307,21.9283
20180308,22.1751
20180309,22.443
20180312,22.4827
20180313,22.2545
20180314,22.2063
20180315,22.2679
20180316,22.3508
20180320,22.1376
20180321,22.1286
20180322,21.6656
20180323,21.2115
20180326,21.4083
20180327,21.3495
20180328,21.3618
20180329,21.6409
20180403,21.4946
20180404,21.5969
20180405,21.928
20180406,21.5809
20180409,21.5854
20180410,21.8187
20180411,21.6678
20180412,21.8749
20180413,21.8394
20180416,21.8994
20180417,22.0997
20180418,22.1313
20180419,22.0615
20180420,22.0606
20180423,22.1392
20180424,21.9861
20180425,22.0148
20180426,22.2921
20180427,22.3572
20180430,22.2801
20180501,22.4354
20180502,22.4215
20180503,22.3641
20180504,22.6048
20180508,22.8139
20180509,22.9902
20180510,23.0884
20180511,23.0621
20180514,23.0624
20180515,23.0957
20180516,23.28
20180517,23.3033
20180518,23.2993
20180521,23.4642
20180522,23.3998
20180523,23.46
20180524,23.3647
20180525,23.4278
20180528,23.4594
20180529,23.3209
20180530,23.4059
20180531,23.206
20180601,23.4233
20180605,23.5247
20180606,23.4926
20180607,23.4048
20180608,23.5385
20180611,23.5155
20180612,23.5694
20180613,23.5532
20180614,23.8119
20180615,23.8078
20180618,23.7076
20180619,23.6484
20180620,23.6895
20180621,23.516
20180622,23.5547
20180625,23.1315
20180626,23.2032
20180627,23.1962
20180628,23.2863
20180629,23.1868
20180702,23.2433
20180703,23.1578
20180704,23.1713
20180705,23.2251
20180706,23.3118
20180709,23.4882
20180710,23.6326
20180711,23.4256
20180712,23.6501
20180713,23.7258
20180716,23.6245
20180717,23.734
20180718,23.8619
20180719,23.8272
20180720,23.6822
20180723,23.7058
20180724,23.8332
20180725,24.0169
20180726,24.0494
20180727,23.9987
20180730,23.792
20180731,23.8544
20180801,23.8701
20180802,23.9902
20180803,24.11
20180807,24.2496
20180808,24.2035
20180809,24.2658
20180810,24.2947
20180813,24.1743
20180814,24.381
20180815,24.2802
20180816,24.2793
20180817,24.3233
20180820,24.3699
20180821,24.262
20180822,24.1289
20180823,24.1181
20180824,24.1337
20180827,24.2643
20180828,24.2038
20180829,24.3247
20180830,24.3116
20180831,24.2777
20180903,24.2747
20180904,24.3031
20180905,24.0447
20180906,23.9553
20180907,23.9688
20180910,23.9972
20180911,24.0783
20180912,24.0675
20180913,24.0802
20180914,24.1273
20180917,24.0269
20180918,24.123
20180919,24.2463
20180920,24.2913
20180921,24.3208
20180924,24.1842
20180925,24.1939
20180926,24.2439
20180927,24.3728
20180928,24.4504
20181001,24.5759
20181002,24.5714
20181003,24.6087
20181004,24.4579
20181005,24.3075
20181008,24.2989
20181009,24.2652
20181010,23.5759
20181011,23.0261
20181012,23.2162
20181015,23.072
20181016,23.5043
20181017,23.5754
20181018,23.3739
20181019,23.3518
20181022,23.3041
20181023,23.1049
20181024,22.7021
20181025,22.9347
20181026,22.6893
20181030,22.8652
20181031,23.2166
20181101,23.3129
20181102,23.2891
20181105,23.304
20181106,23.3711
20181107,23.6589
20181108,23.7361
20181109,23.6693
20181112,23.4725
20181113,23.389
20181114,23.2166
20181115,23.3287
20181116,23.2234
20181119,22.8531
20181120,22.5777
20181121,22.6893
20181122,22.659
20181123,22.6936
20181126,22.9801
20181127,23.0937
20181128,23.451
20181129,23.2851
20181130,23.506
20181203,23.7422
20181204,23.153
20181205,23.0809
20181206,22.7936
20181207,22.4866
20181210,22.3718
20181211,22.4968
20181212,22.6571
20181213,22.679
20181214,22.4132
20181217,22.0126
20181218,21.9046
20181219,21.6032
20181220,21.2746
20181221,20.9733
20181224,20.5989
20181227,21.313
20181228,21.3525
20181231,21.497
20190102,21.6205
20190103,21.2197
20190104,21.782
20190107,21.8476
20190108,22.081
20190109,22.1232
20190110,22.1815
20190111,22.2606
20190114,22.1785
20190115,22.4095
20190116,22.5307
20190117,22.6526
20190118,22.9676
20190121,22.9717
20190122,22.7497
20190123,22.7202
20190124,22.8033
20190125,22.9317
20190128,22.7115
20190129,22.743
20190130,22.9683
20190131,23.0875
20190201,23.1139
20190204,23.2871
20190205,23.4802
20190206,23.4974
20190207,23.2991
20190208,23.2859
20190211,23.4192
20190212,23.6433
20190213,23.7449
20190214,23.7331
20190215,23.9789
20190218,23.9445
20190219,23.9225
20190220,23.9975
20190221,23.9193
20190222,24.0618
20190225,24.0875
20190226,24.0794
20190227,24.0212
20190228,23.9459
20190301,24.0812
20190304,24.1409
20190305,24.1412
20190306,24.029
20190307,24.0093
20190308,23.8843
20190311,24.195
20190312,24.1743
20190313,24.2569
20190314,24.2663
20190315,24.3796
20190318,24.4614
20190319,24.4573
20190320,24.3498
20190321,24.5171
20190322,24.3028
20190325,24.1427
20190326,24.3984
20190327,24.3803
20190328,24.4347
20190329,24.615
20190401,24.8977
20190402,24.9649
20190403,25.0107
20190404,25.0573
20190405,25.1275
20190408,25.0775
20190409,24.9431
20190410,25.05
20190411,24.9838
20190412,25.0319
20190415,25.0656
20190416,25.1102
20190417,25.081
20190418,25.2201
20190423,25.4553
20190424,25.4164
20190425,25.5127
20190426,25.5721
20190429,25.5734
20190430,25.5186
20190501,25.357
20190502,25.3875
20190503,25.5611
20190507,25.0864
20190508,25.0144
20190509,24.8168
20190510,24.8568
20190513,24.3947
20190514,24.6097
20190515,24.7763
20190516,25.0176
20190517,24.9669
20190520,24.8074
20190521,24.9279
20190522,24.921
20190523,24.6472
20190524,24.6204
20190527,24.6647
20190528,24.5641
20190529,24.4028
20190530,24.4609
20190531,24.187
20190604,24.3644
20190605,24.5158
20190606,24.5726
20190607,24.7186
20190610,24.8682
20190611,24.9199
20190612,24.8445
20190613,24.9843
20190614,25.0207
20190617,25.0146
20190618,25.343
20190619,25.4034
20190620,25.4893
20190621,25.3631
20190624,25.2103
20190625,25.0588
20190626,25.0135
20190627,25.13
20190628,25.225
20190701,25.5284
20190702,25.6689
20190703,25.8755
20190704,25.8949
20190705,25.9209
20190708,25.808
20190709,25.8208
20190710,25.8069
20190711,25.8488
20190712,25.939
20190715,25.9366
20190716,25.9526
20190717,25.8256
20190718,25.8509
20190719,25.7986
20190722,25.8341
20190723,26.1427
20190724,26.2565
20190725,26.0925
20190726,26.2719
20190729,26.2221
20190730,26.0969
20190731,25.9233
20190801,25.9298
20190802,25.5527
20190806,24.8793
20190807,24.8721
20190808,25.3032
20190809,25.1668
20190812,24.9209
20190813,25.1869
20190814,24.7089
20190815,24.7677
20190816,25.0841
20190819,25.3805
20190820,25.2534
20190821,25.4467
20190822,25.4178
20190823,24.9187
20190826,25.0313
20190827,25.0553
20190828,25.1991
20190829,25.4749
20190830,25.6664
20190902,25.7485
20190903,25.6457
20190904,25.7648
20190905,26.029
20190906,26.0788
20190909,26.0511
20190910,26.1015
20190911,26.3875
20190912,26.3978
20190913,26.3214
20190916,26.4096
20190917,26.3559
20190918,26.3235
20190919,26.3749
20190920,26.3975
20190923,26.3906
20190924,26.2479
20190925,26.3684
20190926,26.3986
20190927,26.3076
20190930,26.4746
20191001,26.1766
20191002,25.6611
20191003,25.6934
20191004,25.9757
20191007,25.9147
20191008,25.6716
20191009,25.7826
20191010,25.858
20191011,26.1569
20191014,26.1319
20191015,26.3732
20191016,26.3146
20191017,26.2387
20191018,26.1045
20191021,26.2549
20191022,26.2316
20191023,26.3156
20191024,26.4307
20191025,26.5481
20191029,26.6132
20191030,26.6474
20191031,26.5251
20191101,26.7149
20191104,26.8733
20191105,27.0305
20191106,27.0578
20191107,27.2017
20191108,27.287
20191111,27.2258
20191112,27.3261
20191113,27.3271
20191114,27.3046
20191115,27.3917
20191118,27.3568
20191119,27.35
20191120,27.267
20191121,27.1898
20191122,27.3369
20191125,27.5935
20191126,27.6372
20191127,27.7711
20191128,27.7445
20191129,27.5843
20191202,27.2799
20191203,27.0933
20191204,27.2423
20191205,27.2709
20191206,27.5929
20191209,27.4967
20191210,27.4145
20191211,27.4871
20191212,27.5813
20191213,27.6602
20191216,27.8693
20191217,27.817
20191218,27.8501
20191219,27.9634
20191220,28.154
20191223,28.1575
20191224,28.1669
20191227,28.1421
20191230,27.9056
20191231,27.9149
