date,parts,savings,total_value,invested_value
20131011,2964.8488121119126,0.023454515457392633,40618.74866532988,40618.72521081442
20131014,2964.849854641164,0.009147261028383128,40688.422612414506,40688.41346515348
20131015,2964.850259942878,0.0035674318010694202,40817.39358109139,40817.39001365959
20131016,2964.8503986614946,0.0016410186284919331,41173.472097310536,41173.47045629191
20131017,2964.850460251956,0.0007876889416761278,41077.70742943377,41077.70664174483
20131018,2964.850485144626,0.0004411058073386316,41279.91023082295,41279.90978971714
20131021,2964.8504999990146,0.00023378607788947478,41379.82569217232,41379.82545838624
20131022,2964.8505075385015,0.00012858234283921115,41370.63465562233,41370.63452703998
20131023,2964.850511154871,7.84352291319188e-05,41112.692661466484,41112.692583031254
20131024,2964.8505132991436,4.862984206178966e-05,41211.42218348794,41211.4221348581
20131025,2964.8505146276557,3.015050207830959e-05,41240.47771851827,41240.47768836777
20131029,2964.850515403542,1.929632133011814e-05,41476.47981948263,41476.47980018631
20131030,2964.850515900909,1.234964565127561e-05,41409.770682886054,41409.77067053641
20131031,2964.8505161993603,8.150766129841901e-06,41712.18543550795,41712.18542735718
20131101,2988.195003200001,670.0000054610133,42911.42339019655,42241.423384735535
20131104,3003.331542816753,455.60000371348906,42995.9893087871,42540.389305073615
20131105,3013.6244624236742,309.8080025251726,42995.688975632824,42685.880973107654
20131106,3020.6123994092495,210.66944171711737,43064.39961337608,42853.730171658965
20131107,3025.369225945153,143.25522036763982,43019.090427384945,42875.835207017306
20131108,3028.57987663276,97.41354984999508,43339.47702841254,43242.063478562544
20131111,3030.8347250152983,65.26707839949671,43274.6654190526,43209.398340653104
20131112,3032.2591082646572,45.03428409565273,43117.0620133518,43072.02772925615
20131113,3033.2058364962327,31.52399886695691,43316.88788858645,43285.36388971949
20131114,3033.8665184478537,22.066799206869838,43449.74230422498,43427.67550501811
20131115,3034.3117045239874,15.667427436877585,43632.68445528738,43617.0170278505
20131118,3034.6287040325824,11.123873480183086,43506.45708837918,43495.333214899
20131119,3034.8858151486443,7.452995231722667,43337.73173243498,43330.278737203254
20131120,3035.0526047924113,5.068036757571414,43403.89224320522,43398.82420644765
20131121,3035.165653333617,3.446264995148561,43545.325694588544,43541.8794295934
20131122,3035.2425601154746,2.3434601967010216,43526.204150972546,43523.860690775844
20131125,3035.2980339663063,1.546683729822674,43597.835875391276,43596.28919166145
20131126,3035.336997070916,0.9898775870865114,43377.77676792872,43376.78689034163
20131127,3035.3598359279044,0.6632179833479626,43414.807879292974,43414.14466130963
20131129,3035.373757672344,0.4642525883435738,43381.115385114186,43380.65113252584
20131202,3059.175333856625,660.3064067083067,44380.20477298687,43719.89836627857
20131203,3075.463338645466,429.1991643603993,44066.33338373319,43637.13421937279
20131204,3086.081223230076,278.97945683425957,43940.239386848734,43661.25993001447
20131205,3094.6541031808183,159.01829039552797,43462.822621615036,43303.80433121951
20131206,3098.8311005644678,100.18152294918262,43750.00652239022,43649.824999441036
20131209,3102.172167043767,53.096207163066794,43771.69834009417,43718.602132931104
20131210,3103.9912571081672,27.610027724794733,43515.769136313065,43488.15910858827
20131211,3104.9667146716456,14.081114139645313,43077.795969935105,43063.71485579546
20131212,3105.547938425346,6.054879080047485,42891.18747038333,42885.132591303285
20131213,3105.819506771252,2.300854050418044,42935.59680590281,42933.29595185239
20131216,3105.910600186723,1.0353843226881199,43148.345442116646,43147.310057793955
20131217,3105.9568890280257,0.3934460426214855,43074.114178772186,43073.72073272956
20131218,3105.9712029948932,0.1927885608845279,43540.62890350419,43540.43611494331
20131219,3105.9780123760393,0.09639428044226395,43968.6317352769,43968.53534099645
20131220,3105.9812647047647,0.05012502582997726,44187.292587348165,44187.242462322334
20131223,3105.9826333492706,0.030576265756286126,44363.7123231834,44363.68174691764
20131224,3105.9833580164454,0.020180335399148843,44557.836237767726,44557.81605743233
20131227,3105.9837515377644,0.014529841487387167,44598.21402142194,44598.19949158045
20131230,3105.9840555559854,0.010170889041171017,44532.98836263965,44532.978191750604
20131231,3105.984217815003,0.007831584561701683,44779.292898245236,44779.285066660676
20140102,3126.1143177122376,710.0055604250388,45746.05886711462,45036.05330668958
20140103,3142.807046028423,468.60366988052556,45918.30776602056,45449.704096140034
20140106,3154.5319084941575,299.9063487235363,45687.31144813748,45387.40509941394
20140107,3161.365374977536,200.93725364476933,45986.99197944442,45786.05472579965
20140108,3166.3496245787346,128.59984233265237,46082.465213768744,45953.86537143609
20140109,3169.1885319475714,87.44789278620361,46027.05409533861,45939.60620255241
20140110,3171.241781367299,57.71560923889438,45979.19934850621,45921.483739267314
20140113,3172.8032425548604,35.20652163572557,45772.434384361055,45737.22786272533
20140114,3173.5837019127794,23.94043471229339,45835.255888563646,45811.315453851355
20140115,3174.157329629695,15.561282562990703,46381.42964366284,46365.86836109985
20140116,3174.551866550126,9.803608014684144,46337.626272513946,46327.82266449926
20140117,3174.8267384504766,5.784128728663645,46431.59300776383,46425.80887903517
20140121,3174.976709037055,3.5861598117714597,46536.04480745885,46532.45864764708
20140122,3175.111293415269,1.6137719152971568,46534.139821433426,46532.52604951813
20140123,3175.1716710773276,0.7423350810366921,45828.31258090721,45827.57024582617
20140124,3175.2099774272037,0.20043047187990692,44918.62589714356,44918.42546667168
20140127,3175.220682963176,0.05010761796997673,44585.2288495137,44585.17874189573
20140128,3175.2232047534703,0.014531209211293257,44794.79341458927,44794.77888338006
20140129,3175.2240314354526,0.0029062418422586504,44650.63828109347,44650.63537485163
20140130,3175.224199498578,0.0005231235316065573,45024.36214959342,45024.36162646989
20140131,3175.2242290079403,0.00010462470632131144,45030.71259799242,45030.71249336771
20140203,3237.7601757462594,130.00001360121178,45173.71957858317,45043.71956498196
20140204,3245.708215821714,19.50000204018177,45143.9321849663,45124.432182926124
20140205,3246.8302113648133,3.9000004080363535,45147.17789318213,45143.277892774095
20140206,3247.0611518452915,0.6630000693661802,45513.42034102408,45512.75734095471
20140207,3247.09765911329,0.14586001526055958,45996.583040418656,45996.437180403394
20140210,3247.105065733667,0.04084080427295669,46041.06827834851,46041.02743754424
20140211,3247.107092884316,0.011843833239157442,46447.60583257835,46447.59398874512
20140212,3247.1076510020685,0.0037900266365303806,46856.74132628179,46856.737536255154
20140213,3247.107830011599,0.0012128085236897215,46748.93735226851,46748.93613945999
20140214,3247.1078888156585,0.00036384255710691644,46879.146376251985,46879.14601240943
20140218,3247.107903407602,0.00015281387398490492,46959.67465189462,46959.67449908074
20140219,3247.107909874456,5.9597410854112917e-05,46805.43702648276,46805.43696688535
20140220,3247.107912140235,2.6818834884350808e-05,46975.26077016919,46975.26074335035
20140221,3247.107913104221,1.2873040744488387e-05,46975.26077016918,46975.26075729614
20140224,3247.1079135020445,7.080172409468613e-06,47282.43717874884,47282.43717166867
20140225,3247.1079137110914,4.0356982733971095e-06,47289.580816158545,47289.58081212285
20140226,3247.107913827218,2.3407049985703234e-06,47395.111823354164,47395.11182101346
20140227,3247.1079138880787,1.4512370991136004e-06,47455.83274134273,47455.83273989149
20140228,3247.107913932,8.126927755036163e-07,47207.75369672168,47207.753695908985
20140303,3272.79183512406,630.0000005119964,47777.5118981257,47147.5118976137
20140304,3287.4286814490692,415.8000003379176,48525.01755326803,48109.21755293011
20140305,3293.672393444533,324.3240002635757,48579.58886938008,48255.26486911651
20140306,3298.112602915233,259.45920021086056,48439.937159898036,48180.477959687174
20140307,3301.502267508111,210.16195217079706,48225.230029448256,48015.06807727746
20140310,3304.2589845660436,170.23118125834563,48032.09214679903,47861.86096554068
20140311,3307.0841834445523,129.37569775634267,47953.45078296636,47824.07508521002
20140312,3310.9556317027086,73.74414772111533,47651.18328859953,47577.439140878414
20140313,3313.599014048382,36.134632383346506,47181.358684460916,47145.22405207757
20140314,3315.0301695688268,15.89923824867246,46887.77381181623,46871.874573567555
20140318,3315.5726054420397,8.108611506822955,47627.35704264703,47619.24843114021
20140319,3315.839067532892,4.297564098616166,47428.754243581054,47424.456679482435
20140320,3315.9763365316326,2.3206846132527295,47757.35389517356,47755.03321056031
